"SERIAL","QUESTNNR","STARTED","LASTDATA","SQ02_01","SQ02_02","SQ02_03","SQ02_04","SQ02_08","SQ02_09","SQ02_10","SQ02_13","SQ02_15","SQ02_16","SQ02_17","SQ02_20","SQ02_21","SQ02_24","SQ02_25","SQ02_21_re","SQ02_25_re","emprob","hyper","prosoc","SD44","MC01","MC05_01","MC09","MC02","MC06_01","MC10","MC03","MC07_01","MC11","MC04","MC08_01","MC12","P101","P102","P102_01","P103","P104","P105_01","P201","P202","P202_01","P203","P204","P205_01","P206","P207","P207_01","P208","P209","P210_01","P211","P212","P212_01","P213","P214","P215_01","P216","P217","P217_01","P218","P219","P220_01","PN01_01","PN01_02","PN01_03","PN01_04","PN01_05","PN01_06","PN01_07","PN01_08","PN01_09","PN02_01","PN02_02","PN02_03","PN02_04","PN02_05","PN02_06","PN02_07","PN02_08","PN02_09","aut_sat","com_sat","rel_sat","aut_dis","com_dis","rel_dis","PS01_01","PS01_02","PS01_03","PS01_04","PS01_05","PS01_06","PS01_07","PS01_08","PS01_09","PS01_10","PS01_04_re","PS01_05_re","PS01_07_re","PS01_08_re","pss","DP03_01","DP03_02","DP03_03","DP03_04","DP03_05","DP03_06","DP03_07","DP03_08","DP03_09","DP03_10","DP04_11","DP04_12","DP04_13","DP04_14","DP04_15","DP04_16","DP04_17","DP04_18","DP04_19","DP04_20","DP03_04_re","DP03_08_re","DP04_12_re","DP04_16_re","cesd","FK01_01","FK01_04","FK01_05","FK01_06","FK01_07","FK01_09","FK01_10","FK01_11","FK01_12","FK01_14","FK02_15","FK02_17","FK02_19","FK02_20","FK02_21","FK02_23","FK02_24","FK02_27","FK02_29","FK01_04_re","FK01_05_re","FK02_20_re","FK01_06_re","FK01_10_re","FK02_19_re","FK02_29_re","ST01_01","ST01_02","ST01_03","ST01_04","ST01_05","ST01_06","ST01_07","ST01_08","ST01_09","ST01_10","ST02_01","ST02_02","ST02_03","ST02_04","ST02_05","ST02_06","ST02_07","ST02_08","ST02_09","ST02_10","ST01_01_re","ST01_02_re","ST01_05_re","ST01_08_re","ST01_10_re","ST02_01_re","ST02_05_re","ST02_06_re","ST02_09_re","ST02_10_re","stai","VS01_01","VS01_02","VS01_03","VS01_04","VS01_05","VS01_06","VS01_07","VS01_02_re","vitality","LS01_01","LS01_02","LS01_03","LS01_04","LS01_05","swls","LO02_02","LO02_03","LO02_09","LO02_11","LO02_14","LO02_15","LO02_17","LO02_18","LO02_02_re","LO02_09_re","LO02_15_re","ucla","CV05_01","CV05_02","CV05_03","CV05_04","CV05_05","PT06_01","PT06_02","PT06_03","PT06_04","PT04_01","CV11_01","CV11_02","CV11_03","CV11_04","CV11_05","CV11_06","CV11_07","CV11_08","CV11_09","CV11_10","CV11_11","CV11_12","CV11_13","CV11_14","CV11_15","CV11_16","CV11_01_re","CV11_06_re","CV11_07_re","CV11_09_re","CV11_10_re","pasa_threat","pasa_chall","pasa_sc","pasa_control","pasa_pa","pasa_sa","pasa_stress"
"unnfzAWYELDEPEY","Post","2020-04-23 13:21:13","2020-04-23 13:33:15",2,2,1,NA,1,3,2,1,3,1,NA,2,2,1,1,2,3,0,7,6.66666666666667,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,5,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,6,6,6,7,5,7,3,1,1,1,4,4,1,2,3,5,5,6.66666666666667,2.66666666666667,1.66666666666667,1,5,6,7,5,3,5,4,5,2,6,3,5,4,3,4.6,3,1,2,2,3,2,3,3,1,2,4,3,3,1,1,3,1,1,1,2,3,2,2,2,20,4,1,1,5,1,3,5,5,3,5,2,5,4,1,2,5,5,4,5,5,5,5,1,1,2,1,2,4,4,3,1,2,4,2,4,3,2,3,3,2,2,3,4,4,3,3,3,1,4,3,2,3,3,2,2,2,2.9,5,7,4,3,3,1,2,1,2.71428571428571,6,6,6,6,6,6,6,1,2,1,2,5,1,6,2,6,3,2.75,7,7,7,7,7,5,1,1,5,3,1,7,2,5,6,1,2,7,1,1,4,2,7,6,3,6,7,7,6,7,7,6.75,6.75,3.75,5,6.75,4.375,2.375
"LAlnWaMRhgEKiqp","Post","2020-04-20 14:54:03","2020-04-20 15:10:18",2,1,1,2,1,2,1,1,1,1,NA,2,2,1,2,2,2,0,2,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,5,1,3,4,2,NA,5,1,3,6,1,"27.04.2020",6,1,NA,NA,NA,NA,NA,NA,NA,5,1,1,6,5,6,6,5,6,4,2,1,2,5,4,1,1,5,5.66666666666667,5,5.66666666666667,3.33333333333333,1,1.33333333333333,5,5,3,5,6,1,6,6,2,1,3,2,2,2,2.6,1,1,1,4,1,1,1,4,1,1,2,4,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,4,3,4,4,5,4,5,4,3,2,1,3,5,4,2,3,5,5,5,2,2,4,3,3,3,2,1,3,1,2,3,2,3,3,1,1,1,3,3,2,1,3,3,2,2,2,2,2,2,2,2,2,2,1.7,6,2,5,7,6,6,6,6,6,5,6,6,6,4,5.4,5,1,6,1,1,4,1,1,3,2,4,1.75,4,1,1,4,4,4,2,3,4,3,2,7,6,5,2,1,1,4,1,1,3,4,2,7,4,4,6,7,7,7,7,4.25,7,5,4.25,5.625,4.625,1
"LUKIRiK16TvY1bi","Post","2020-04-22 12:43:31","2020-04-22 12:55:30",3,1,1,NA,2,3,1,1,2,1,NA,3,3,1,2,1,2,1,2,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,3,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,2,6,6,4,6,6,6,2,1,2,4,5,2,2,2,6,5.33333333333333,5.66666666666667,6.33333333333333,1.66666666666667,2,2.33333333333333,1,5,4,6,5,3,6,6,3,1,2,3,2,2,2.6,1,1,1,4,2,1,2,3,1,1,2,4,2,1,1,3,1,1,1,2,1,2,1,2,7,5,1,1,2,3,4,2,5,4,4,5,5,1,1,3,5,4,4,2,5,5,5,4,4,5,4,3,3,2,2,3,1,1,3,2,3,3,1,1,1,3,3,2,1,3,2,2,2,2,2,2,2,2,2,2,3,1.75,6,2,5,6,7,6,6,6,6,6,6,7,7,7,6.6,6,1,5,1,1,4,1,1,2,3,4,1.75,3,4,6,6,5,4,1,1,5,2,4,7,5,3,1,1,1,3,4,1,3,3,1,5,2,2,4,7,7,4,7,2.5,6.5,4.25,2.75,4.5,3.5,1
"i8DsogM5zHSI5Xg","Post","2020-04-24 13:41:31","2020-04-24 13:54:38",3,2,1,3,1,3,1,1,1,1,3,3,3,1,3,1,1,0,1,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,5,1,5,4,2,NA,5,1,5,4,1,"27.4.",5,1,5,6,2,NA,2,1,5,7,1,1,7,7,7,7,7,7,1,1,1,2,7,1,1,1,7,7,7,7,1,1,1.33333333333333,1,1,1,7,7,1,7,7,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,0,3,1,1,1,3,3,1,3,4,4,5,3,1,1,3,5,5,3,1,5,5,5,5,5,5,5,4,4,1,1,4,2,1,4,1,4,4,1,1,1,4,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1.05,7,1,4,7,7,7,7,7,6.57142857142857,7,7,7,7,6,6.8,7,1,7,1,1,7,1,1,1,1,1,1,3,3,3,2,4,5,1,1,5,1,6,4,7,7,2,4,1,7,4,4,7,7,1,4,7,7,2,4,7,4,4,2.25,4,7,7,3.125,7,-3.875
"5qXqdPUwqmjSqyM","Post","2020-04-22 21:40:33","2020-04-22 22:01:33",2,3,2,3,3,3,2,1,3,1,3,3,2,3,2,2,2,5,7,9,3,1,11,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,6,1,4,4,2,NA,6,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,3,5,1,3,4,1,4,6,3,1,3,1,5,1,3,5,4.33333333333333,1,4,4.66666666666667,2.33333333333333,1.66666666666667,6,6,6,6,2,6,1,1,5,6,2,6,7,7,5.7,3,1,4,2,3,4,2,1,1,2,4,1,2,1,1,3,1,3,1,1,3,4,4,2,27,2,3,2,2,3,2,1,3,2,4,3,2,1,1,3,3,3,2,4,3,4,5,4,5,5,2,2,3,4,3,2,1,3,3,4,2,2,2,1,2,2,2,4,3,2,1,3,2,3,2,3,3,3,3,3,4,2.8,3,4,5,5,4,3,4,4,4,6,5,6,6,5,5.6,7,1,6,1,1,6,1,1,1,2,2,1.25,1,3,6,2,7,3,2,2,4,3,4,5,2,6,3,1,1,5,2,1,4,4,5,6,4,3,4,7,7,6,7,4.5,6.25,4.25,4.5,5.375,4.375,1
"4dI7oz0TasdDofB","Post","2020-04-18 22:01:22","2020-04-18 22:25:52",3,2,1,3,2,3,2,2,1,1,3,3,2,1,2,2,2,2,4,10,3,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,4,1,4,3,2,NA,7,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,4,5,5,5,7,6,7,4,4,1,1,5,2,1,1,5,5,5.33333333333333,7,3.33333333333333,2,1,3,4,4,5,5,3,5,4,4,1,3,3,3,4,3.2,1,1,1,3,2,1,2,3,1,1,2,3,1,1,1,3,1,1,1,2,2,2,2,2,8,4,1,1,1,3,4,2,4,4,4,5,4,1,1,4,5,3,5,3,5,5,5,5,4,5,3,1,3,2,2,3,2,2,3,2,3,3,2,1,2,3,3,2,1,3,3,4,2,2,2,2,2,2,2,2,2,2,5,2,3,4,7,4,5,6,4.85714285714286,4,5,5,5,5,4.8,6,1,6,1,3,3,1,4,2,2,5,2.375,5,7,7,7,7,4,3,1,5,3,1,5,6,5,4,1,1,5,1,1,6,5,4,4,6,5,7,7,7,7,7,5.5,5.75,6.25,5,5.625,5.625,0
"YVhcCzFZ9wuqjHD","Post","2020-04-25 01:23:53","2020-04-25 01:43:59",3,1,2,2,1,2,1,1,2,2,3,2,2,1,2,2,2,2,3,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,6,2,3,3,2,NA,2,1,4,4,2,NA,6,1,4,NA,NA,NA,NA,NA,NA,6,3,2,5,3,4,6,3,6,5,3,2,2,5,5,2,2,4,4.33333333333333,3.66666666666667,6,4.33333333333333,2,2.33333333333333,4,5,5,5,2,2,5,4,2,1,3,6,3,4,3.5,1,1,1,2,2,1,2,2,1,1,1,3,1,1,1,3,1,1,2,2,3,3,2,2,10,4,1,1,2,3,4,3,4,4,3,3,3,2,2,3,4,2,3,4,5,5,4,4,3,4,2,2,3,2,2,2,1,2,2,2,3,2,2,1,2,1,3,2,2,3,3,3,2,3,3,2,3,4,2,2,2,2.2,5,3,2,5,4,3,4,5,4,6,7,7,7,6,6.6,4,1,6,5,5,2,1,4,4,2,6,3.5,3,4,6,6,7,5,1,2,4,3,2,7,2,2,4,1,5,4,1,1,5,4,3,6,5,3,6,7,3,7,7,5,6.75,3.75,3.25,5.875,3.5,2.375
"LAzKuiHBevnQwp8","Post","2020-04-24 15:00:27","2020-04-24 15:22:55",3,1,1,3,1,3,2,1,1,1,3,3,3,1,3,1,1,0,1,10,3,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,4,1,3,3,2,NA,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,1,6,7,7,7,7,7,1,2,1,2,7,1,1,1,6,6.33333333333333,7,7,1.33333333333333,1,1.33333333333333,1,2,1,7,6,1,7,7,1,1,1,2,1,1,1.2,1,1,1,4,1,1,1,4,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,0,4,1,1,2,4,4,2,4,4,4,5,4,1,1,4,5,5,3,1,5,5,5,4,4,5,5,4,4,1,1,4,2,1,4,1,4,4,1,1,1,3,4,2,1,4,4,1,1,1,1,1,1,2,1,1,1,1.15,6,1,6,6,7,7,6,7,6.42857142857143,7,7,7,7,7,7,6,1,5,1,1,6,6,2,2,3,2,2.25,5,4,6,2,2,4,1,1,5,3,5,7,7,5,1,1,1,6,1,3,4,6,2,4,6,4,3,7,7,7,5,3.25,5.75,6,5.25,4.5,5.625,-1.125
"yMgeTwaielAWtZo","Post","2020-04-22 17:24:13","2020-04-22 17:38:49",3,2,1,3,1,3,2,1,2,1,3,3,3,1,2,1,2,0,4,10,3,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,2,1,3,2,NA,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,6,1,4,7,4,7,4,4,3,1,1,4,1,1,6,5.33333333333333,2,6,4,1,1.66666666666667,7,7,7,4,1,7,1,1,7,6,4,7,7,7,6.6,3,4,3,1,3,4,4,1,1,4,3,2,4,4,2,1,3,3,1,4,4,4,3,4,45,4,1,1,1,4,4,3,3,4,5,5,5,1,1,4,5,5,3,3,5,5,5,5,3,5,3,1,1,4,3,1,4,4,1,4,1,1,4,2,3,1,1,4,4,1,1,4,4,4,4,4,4,4,4,4,4,3.8,4,7,7,7,7,7,7,1,5.71428571428571,4,4,4,4,2,3.6,7,1,4,1,1,7,1,4,1,4,1,1.75,7,7,7,7,7,3,5,5,1,5,1,1,1,1,7,1,7,7,1,1,1,1,7,7,7,4,7,7,1,7,7,7,5.5,2.5,3.25,6.25,2.875,3.375
"qhlGjAY7J4cMhvI","Post","2020-04-22 12:49:39","2020-04-22 13:12:15",2,3,2,1,3,1,3,2,3,3,2,2,1,2,1,3,3,7,10,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,5,2,5,3,3,4,4,2,2,3,2,3,2,2,5,5,2.33333333333333,3,3,2,2.33333333333333,1,2,4,3,2,3,4,3,2,4,5,6,4,5,3.6,1,2,4,2,3,3,2,1,3,2,2,1,4,4,2,1,4,4,2,3,3,4,4,4,40,3,3,2,3,2,2,3,2,4,3,4,4,3,2,2,2,3,2,4,3,4,4,3,3,3,2,4,2,4,4,2,3,3,2,2,1,2,3,2,3,2,1,3,3,1,1,1,3,3,3,4,3,3,4,4,4,3.1,1,6,1,2,1,4,3,2,2,4,2,4,2,4,3.2,1,7,1,4,5,2,7,6,7,7,6,6.125,1,3,3,1,1,3,1,1,1,2,1,2,6,6,1,7,2,5,6,6,6,5,1,6,5,6,7,1,6,2,2,2.75,2.75,5.75,5.5,2.75,5.625,-2.875
"F3t1JH5FhCIMIYx","Post","2020-04-23 18:00:12","2020-04-23 18:17:59",3,2,1,3,1,3,2,1,2,1,3,2,NA,1,3,NA,1,0,3.75,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,2,NA,3,1,"04.05.2020",1,1,5,3,1,"04.05.2020",1,1,3,NA,NA,NA,NA,NA,NA,7,1,1,4,4,4,7,4,7,7,5,3,4,5,6,1,2,3,3.66666666666667,4.33333333333333,7,6,1.33333333333333,2.66666666666667,5,7,7,4,1,4,7,4,7,1,4,7,1,4,4.7,1,1,2,4,1,2,4,2,1,1,3,2,2,1,1,1,2,2,1,3,1,3,3,4,19,2,1,1,3,1,1,3,2,5,5,5,2,3,1,1,5,3,3,5,5,5,5,3,3,3,1,1,4,4,2,1,2,1,1,2,1,4,1,1,2,1,2,3,4,1,1,4,1,4,4,4,1,4,3,4,4,2.75,1,7,1,1,1,5,1,1,1.57142857142857,5,7,6,7,2,5.4,7,1,3,1,1,7,1,4,1,5,1,1.875,7,7,7,4,7,3,3,5,3,4,4,7,4,2,5,1,1,1,1,1,4,1,5,7,5,4,4,7,7,7,7,5.25,7,5,2,6.125,3.5,2.625
"4cIRJDJXkZCupYl","Post","2020-04-19 12:01:43","2020-04-19 12:17:38",2,3,2,2,2,3,2,2,3,2,2,3,2,1,1,2,3,4,8,7,3,2,17,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,5,1,5,4,2,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,2,1,3,4,2,3,6,2,1,4,1,3,3,6,2,2.33333333333333,1.33333333333333,3.66666666666667,3.66666666666667,4.33333333333333,2,6,7,7,2,1,2,2,4,7,6,6,7,6,4,5.8,2,1,3,1,3,2,3,2,1,1,1,2,3,3,2,1,3,2,1,3,4,3,3,4,28,3,1,1,4,2,3,4,5,4,2,3,2,3,1,2,4,4,4,2,5,5,5,2,2,3,4,2,2,3,3,2,2,2,1,2,2,2,2,2,1,2,2,2,3,2,2,3,3,3,4,3,3,3,3,3,3,2.65,3,7,1,1,1,3,1,1,1.57142857142857,1,4,4,4,4,3.4,4,1,3,2,2,6,3,6,4,5,2,3.125,5,4,7,2,7,5,1,1,5,1,7,4,1,7,6,1,4,7,2,3,7,6,2,6,6,4,1,7,4,6,5,3.75,5.5,4.5,6,4.625,5.25,-0.625
"mqInqDexHkGuIGA","Post","2020-04-22 13:17:48","2020-04-22 13:37:28",3,1,1,3,1,3,1,1,1,1,3,3,3,1,3,1,1,0,0,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,5,1,4,5,3,NA,7,3,NA,5,3,NA,7,3,NA,NA,NA,NA,NA,NA,NA,7,1,2,6,6,5,6,5,7,5,1,2,3,5,1,1,2,5,5.33333333333333,5.33333333333333,6.66666666666667,2.33333333333333,1.66666666666667,2,1,2,5,6,4,2,6,4,4,2,2,4,2,4,2.8,2,1,2,4,3,2,3,3,1,1,2,3,1,1,1,3,1,2,1,2,1,2,2,2,13,5,1,1,3,2,1,4,5,1,5,4,5,3,1,3,5,2,4,4,5,5,5,3,2,3,2,2,3,2,2,2,2,3,2,2,3,3,2,2,2,2,3,2,2,3,2,3,2,3,3,2,2,3,2,2,3,2.3,5,4,5,5,7,6,5,4,5.28571428571429,6,5,6,7,7,6.2,7,1,6,1,1,6,1,1,1,2,2,1.25,7,7,7,7,7,5,1,1,5,3,4,7,6,3,6,1,2,7,1,1,5,6,5,5,4,5,4,7,6,7,7,5.5,6.5,5.25,5.25,6,5.25,0.75
"gu78IavRFGiR8db","Post","2020-04-23 13:46:23","2020-04-23 15:08:37",2,2,1,3,1,3,1,1,2,NA,3,2,2,1,2,2,2,0,4,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,1,5,2,5,5,3,4,1,3,1,1,2,3,1,1,4,4.66666666666667,2.33333333333333,5.33333333333333,2.33333333333333,1,1,1,1,2,6,5,1,7,6,2,1,2,3,1,2,1.6,1,1,1,4,2,1,2,3,1,1,1,3,1,1,1,4,1,1,1,2,1,2,2,1,5,5,1,2,1,3,3,1,5,2,5,5,4,2,1,5,4,3,2,4,5,4,5,5,5,4,2,2,3,2,1,2,1,1,3,1,4,4,1,1,1,3,3,1,2,4,2,3,2,3,2,1,1,2,2,1,3,1.6,6,2,5,5,4,4,5,6,5,7,7,7,6,7,6.8,6,1,5,1,2,7,1,3,2,3,1,1.75,5,2,5,6,4,5,1,2,5,2,4,5,5,7,3,4,1,6,4,3,5,4,2,2,4,4,4,4,7,4,5,3.25,4,5.25,5.25,3.625,5.25,-1.625
"j7iNBxBUYEM4UMO","Post","2020-04-22 12:14:04","2020-04-22 12:59:43",2,1,1,NA,1,3,1,2,1,3,NA,2,2,3,3,2,1,5,1,6.66666666666667,3,2,19,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,2,1,5,6,2,NA,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,4,7,5,6,6,5,6,3,5,5,6,2,1,1,4,4.33333333333333,6.33333333333333,5.33333333333333,3.66666666666667,2.33333333333333,5,1,3,4,5,3,2,6,6,5,1,3,5,2,2,2.8,1,1,1,4,2,1,2,2,1,1,3,2,2,1,2,3,1,1,1,1,1,3,3,2,11,2,2,1,1,3,4,1,4,2,4,4,4,1,1,5,4,4,3,4,4,5,5,5,5,5,2,3,3,2,2,1,2,1,3,2,3,3,2,2,1,3,3,2,1,3,2,2,2,4,2,2,2,2,2,2,3,2,6,4,4,3,5,4,4,4,4.28571428571429,5,7,6,6,4,5.6,7,1,6,1,1,7,1,1,1,2,1,1.125,2,2,4,5,4,3,3,2,4,4,5,7,7,6,6,1,1,5,2,1,7,3,3,7,7,7,3,7,7,6,7,4.5,7,7,5.25,5.75,6.125,-0.375
"dh1HU01qsNhf1CX","Post","2020-04-22 12:15:29","2020-04-22 12:28:43",3,2,1,3,1,3,2,1,2,2,3,3,2,2,2,2,2,2,5,10,3,1,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,5,1,3,3,2,NA,5,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,3,4,3,6,3,6,5,4,3,2,4,5,1,4,3,3,3.66666666666667,6,4.66666666666667,2,2,6,6,6,2,2,5,6,3,5,3,6,6,2,5,5,2,1,1,4,1,1,2,3,1,3,1,3,2,1,1,2,1,1,1,2,1,2,2,3,10,2,1,1,4,3,3,3,4,2,4,3,2,3,1,3,5,5,4,5,5,5,5,2,3,3,1,3,2,4,2,1,2,3,1,3,2,2,2,1,2,2,2,3,2,2,2,2,3,4,4,3,3,3,3,3,3,2.75,3,5,4,4,6,4,4,3,4,6,6,6,7,6,6.2,6,2,5,1,1,7,2,3,2,3,1,1.875,7,3,7,6,6,5,1,1,5,1,1,6,3,4,7,1,2,7,1,1,4,2,7,5,2,3,7,7,6,7,7,7,6.25,3.75,4,6.625,3.875,2.75
"7CPRWGRbPuPHOqH","Post","2020-04-25 00:18:50","2020-04-25 00:31:08",2,3,2,2,2,3,3,2,3,3,2,2,2,2,1,2,3,6,9,6,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,4,2,NA,3,2,NA,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,6,4,4,4,6,6,7,6,3,4,2,3,4,4,4,4,4,4.33333333333333,6.33333333333333,4.33333333333333,4.66666666666667,3,6,7,5,2,2,7,2,1,7,5,6,6,6,7,6.2,3,1,2,1,2,3,4,1,1,3,4,2,2,3,1,1,2,3,1,2,4,4,3,4,32,3,1,1,2,3,4,2,5,3,3,3,2,3,1,3,3,3,3,1,5,5,5,4,4,3,5,2,2,4,4,1,3,4,1,4,2,1,3,3,3,2,2,4,4,2,2,3,3,4,4,3,4,3,3,3,3,3.45,2,6,1,1,1,3,1,2,1.57142857142857,2,2,3,3,4,2.8,2,2,7,4,7,3,6,2,6,1,5,4.125,4,4,7,5,7,3,3,4,3,4,2,7,2,4,6,1,4,6,1,1,2,4,6,7,2,4,6,7,4,7,7,6.25,7,2.5,4.5,6.625,3.5,3.125
"dw3NKN2TSJwCCyb","Post","2020-04-22 16:23:35","2020-04-22 16:44:48",2,1,1,3,1,3,1,2,3,2,3,2,2,1,1,2,3,2,5,8,3,1,17,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,1,1,2,4,2,NA,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,5,4,6,7,4,6,1,5,1,1,5,2,2,2,6,5.66666666666667,4.33333333333333,6.33333333333333,2.66666666666667,2,1,1,2,1,6,5,1,7,6,5,1,2,3,1,2,1.9,1,1,1,4,1,1,2,4,1,1,3,4,1,2,1,4,1,1,1,1,1,1,1,1,4,4,1,1,2,2,4,1,5,4,5,3,2,2,1,5,4,4,5,4,5,5,5,4,5,4,2,4,4,2,1,4,2,1,3,1,4,4,1,1,1,3,3,2,1,4,4,1,1,1,2,1,1,2,2,1,1,1.3,6,2,7,6,7,6,6,6,6.28571428571429,7,7,6,7,7,6.8,6,1,5,1,1,7,2,1,2,3,1,1.5,1,3,7,7,5,4,4,3,5,4,2,7,7,4,6,2,1,7,7,5,4,3,2,5,5,3,6,6,7,1,3,3.75,5.25,5.75,4.25,4.5,5,-0.5
"WYcFGprb2hnkg6P","Post","2020-04-21 14:18:54","2020-04-21 14:31:19",3,1,1,2,2,2,1,1,1,2,3,2,2,2,2,2,2,3,2,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,3,2,2,3,2,NA,3,1,2,4,2,NA,3,1,2,4,1,"27.04.20 (Abijahrgang)",1,1,1,5,2,3,2,3,3,6,6,6,6,4,2,3,4,3,1,2,3,2.66666666666667,4.33333333333333,5.66666666666667,4.33333333333333,2,2.33333333333333,5,7,7,2,2,6,4,3,7,1,6,6,4,5,5.4,3,1,2,4,2,2,2,1,1,2,2,1,2,1,2,2,2,2,1,1,1,4,4,3,20,3,2,2,1,4,4,2,4,4,3,4,4,1,1,3,3,3,4,3,4,4,5,5,4,5,3,3,2,4,2,1,3,3,2,3,2,2,3,2,3,2,2,3,2,1,1,2,3,4,3,3,3,3,3,4,4,3,2,6,1,5,5,5,3,2,3.28571428571429,6,6,6,6,6,6,6,1,6,2,5,6,1,2,2,2,2,2.125,1,2,3,7,7,2,5,4,4,4,5,7,6,4,6,1,3,7,2,1,2,1,3,7,3,6,3,7,5,6,7,4.5,7,4,4.5,5.75,4.25,1.5
"BrxAnJ2JvNTVGoS","Post","2020-04-25 12:07:15","2020-04-25 12:36:48",1,2,1,NA,2,NA,NA,NA,2,NA,NA,1,NA,NA,1,NA,3,2.5,6.66666666666667,0,3,1,19,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,"4.Mai",2,1,2,4,1,"Sofort, in Abiprüfungen",1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,5,5,1,6,6,2,5,6,6,3,3,5,2,2,2,2,4.33333333333333,2.66666666666667,5.66666666666667,4.66666666666667,3,2.66666666666667,1,3,6,4,4,2,2,2,5,5,4,4,6,6,4.2,2,1,1,3,3,2,2,1,2,2,1,2,1,1,2,1,1,3,1,1,2,4,3,4,19,3,2,4,1,3,3,1,4,3,4,3,4,2,4,4,2,3,4,4,4,2,2,5,5,4,2,2,2,4,4,2,3,2,2,3,2,2,2,2,3,2,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,2.95,4,4,2,4,3,5,4,4,3.71428571428571,5,5,5,5,3,4.6,3,2,5,3,3,5,5,5,5,3,3,3.625,7,4,6,5,6,5,1,1,5,1,1,7,4,5,6,2,2,5,1,1,6,4,6,6,2,6,7,6,6,7,7,6.5,6.5,4.5,5,6.5,4.75,1.75
