participant_id,gender,genderother,trans,age,handedness,race___0,race___1,race___2,race___3,race___4,race___5,race_other,ethnicity,language,language_other,sexuality,sexuality_other,marital,grade,degree,degree_other,employment,occupation,militaryaffil,income,religion,religion_other,pidsf1,pidsf2,pidsf3,pidsf4,pidsf5,pidsf6,pidsf7,pidsf8,pidsf9,pidsf10,pidsf11,pidsf12,pidsf13,pidsf14,pidsf15,pidsf16,pidsf17,pidsf18,pidsf19,pidsf20,pidsf21,pidsf22,pidsf23,pidsf24,pidsf25,pidsf26,pidsf27,pidsf28,pidsf29,pidsf30,pidsf31,pidsf32,pidsf33,pidsf34,pidsf35,pidsf36,pidsf37,pidsf38,pidsf39,pidsf40,pidsf41,pidsf42,check5,pidsf43,pidsf44,pidsf45,pidsf46,pidsf47,pidsf48,pidsf49,pidsf50,pidsf51,pidsf52,pidsf53,pidsf54,pidsf55,pidsf56,pidsf57,pidsf58,pidsf59,pidsf60,pidsf61,pidsf62,pidsf63,pidsf64,pidsf65,pidsf66,pidsf67,pidsf68,pidsf69,pidsf70,pidsf71,pidsf72,pidsf73,pidsf74,pidsf75,pidsf76,pidsf77,pidsf78,pidsf79,pidsf80,pidsf81,pidsf82,pidsf83,pidsf84,pidsf85,pidsf86,pidsf87,pidsf88,check6,pidsf89,pidsf90,pidsf91,pidsf92,pidsf93,pidsf94,pidsf95,pidsf96,pidsf97,pidsf98,pidsf99,pidsf100,pid5_sf_complete
104,0,,0,24,1,1,0,0,0,0,0,,0,0,,0,,4,8,2,,0,4,4,9,2,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,2,2,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,2,2,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2
105,0,,0,32,1,1,0,0,0,0,0,,0,0,,0,,0,8,2,,0,4,4,7,6,,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,0,0,1,1,0,0,0,1,0,1,1,0,1,0,2,1,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2
106,1,,0,29,1,0,0,1,0,0,0,,0,0,,0,,0,9,4,,0,4,4,5,4,,0,0,3,2,2,0,0,0,0,2,1,1,0,1,0,0,0,2,1,2,1,0,1,2,2,0,2,1,0,2,0,2,2,0,0,2,1,2,3,1,1,1,2,1,0,0,2,1,2,2,1,2,1,0,0,0,1,0,1,0,0,1,0,0,0,1,2,1,0,2,1,1,0,1,0,0,0,2,3,0,2,0,0,0,3,2,1,1,1,1,1,2,2,2,1,0,1,0,1,0,2,1,2
107,0,,0,27,1,1,0,0,0,0,0,,0,0,,0,,0,8,2,,0,4,4,3,5,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
108,0,,0,38,1,0,1,0,0,0,0,,0,0,,0,,4,6,0,,6,1,4,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
109,1,,0,28,1,1,0,0,0,0,0,,0,0,,0,,0,8,2,,7,3,4,2,8,,2,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,2,3,2,1,0,1,1,0,0,1,2,2,1,3,2,0,2,1,0,2,0,2,0,3,2,1,0,3,2,2,2,0,1,0,1,0,0,2,1,1,2,1,0,1,0,2,0,2,2,0,1,0,0,0,0,0,2,2,3,2,1,0,1,2,0,0,2,0,1,1,0,1,3,0,2,2,1,2,2,2,2,2
110,1,,0,34,1,1,0,0,0,0,0,,0,0,,0,,0,8,2,,0,4,4,6,8,,0,1,1,1,1,0,0,1,2,2,0,1,0,0,0,1,2,1,2,1,1,0,0,3,2,0,0,1,0,1,1,3,1,0,0,2,0,0,2,0,1,0,1,0,0,1,2,0,2,2,0,1,0,0,0,1,0,0,2,0,0,1,0,0,1,0,2,1,0,0,1,0,0,1,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,2,2,0,1,0,1,0,1,1,0,2
111,1,,0,28,1,1,0,0,0,0,0,,0,0,,1,,4,7,5,CERTIFICATION,0,4,4,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
112,0,,0,22,1,0,0,1,0,0,0,,0,0,,0,,4,8,2,,1,0,4,0,8,,0,2,2,2,2,2,1,1,1,2,0,2,0,0,1,1,3,0,2,2,1,2,3,1,2,1,1,0,0,0,2,3,3,0,0,2,0,0,1,0,3,3,2,1,2,2,2,2,2,3,2,2,1,1,0,3,0,0,2,0,0,2,1,0,1,0,3,2,0,0,0,3,1,0,0,0,0,3,1,3,3,2,0,0,1,0,0,3,0,1,3,0,3,2,0,2,1,1,2,0,2,1,2
113,0,,0,24,1,0,1,0,0,0,0,,1,0,,0,,4,6,0,,0,1,4,1,9,Christian,1,0,3,1,0,0,0,2,3,2,0,2,0,0,0,0,3,0,1,2,1,1,0,3,0,1,0,0,0,0,1,1,0,3,2,3,0,2,3,0,3,0,2,3,3,3,2,1,0,3,1,3,1,2,3,2,0,0,0,0,2,2,0,0,1,1,3,0,0,2,3,3,0,0,0,0,0,1,3,0,0,1,0,0,0,3,0,1,0,1,0,0,3,3,0,2,1,3,0,0,3,1,2
114,1,,0,24,1,0,0,1,0,0,0,,0,0,,0,,4,8,2,,5,5,4,1,8,,0,1,2,2,2,1,1,2,1,2,1,0,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,2,1,1,1,1,1,2,1,1,2,1,2,1,2,1,1,1,1,2
115,1,,0,23,1,0,0,1,0,0,0,,0,0,,0,,4,8,2,,5,5,4,8,0,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
116,0,,0,22,1,1,0,0,0,0,0,,0,0,,3,,4,8,2,,3,5,4,7,2,,0,2,1,1,2,3,1,1,0,2,0,1,0,0,1,0,1,0,0,2,1,2,3,2,1,1,1,1,1,1,2,3,2,1,2,2,1,1,0,0,1,2,2,0,2,1,2,0,2,1,1,1,1,2,0,1,1,0,0,0,0,1,1,0,1,0,2,0,0,1,0,1,1,0,0,1,0,2,1,0,2,2,1,1,1,0,0,3,0,1,3,1,1,0,0,2,1,1,2,2,2,1,2
117,1,,0,29,1,1,0,0,0,0,0,,0,0,,0,,4,8,2,,0,4,4,5,8,,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,2,1,1,0,0,1,0,0,0,1,2,1,0,0,1,0,0,0,1,2,1,2,0,0,2,0,0,1,0,1,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,1,2,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,2
118,1,,0,23,1,1,0,0,0,0,0,,1,0,,0,,4,8,2,,0,4,4,1,2,,0,0,1,1,0,0,0,1,0,3,0,0,0,0,1,0,1,0,0,1,1,2,1,0,0,0,1,0,1,2,0,1,0,0,0,0,0,1,0,0,1,0,2,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,1,0,0,0,1,0,1,1,0,2,0,1,1,0,2,1,0,1,0,2
119,1,,0,33,1,1,0,0,0,0,0,,0,0,,0,,0,9,3,,0,4,4,6,8,,0,1,2,2,0,0,0,0,1,1,2,3,0,0,1,1,1,0,1,2,1,2,1,2,1,0,2,1,1,1,3,3,2,1,1,3,0,2,3,0,2,2,2,2,1,0,1,0,3,2,2,1,2,2,0,2,0,0,0,0,1,2,0,1,0,2,3,0,0,0,2,2,0,1,0,1,0,1,2,1,2,2,1,2,1,0,0,0,0,1,1,1,2,2,0,2,0,0,0,0,1,0,2
120,0,,0,29,0,1,0,0,0,0,0,,0,0,,0,,4,9,3,,0,4,4,3,6,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2
121,0,,0,33,1,1,0,0,0,0,0,,0,0,,0,,3,9,3,,0,4,4,2,8,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2
122,0,,0,37,1,1,0,0,0,0,0,,0,0,,0,,0,7,1,,0,4,4,9,8,,0,1,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,2,1,0,0,3,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
123,0,,0,25,1,1,0,0,0,0,0,,0,0,,0,,4,8,2,,0,4,4,2,5,,0,1,1,1,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,2,1,0,2,2,1,0,0,1,0,0,2,3,2,0,0,2,0,0,0,0,2,1,1,0,0,1,2,0,2,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,2,1,2,2,1,0,0,0,0,0,2,0,1,2,0,0,2,0,0,0,0,1,0,2,0,2
124,1,,0,29,1,1,0,0,0,0,0,,0,0,,0,,0,8,2,,0,4,4,3,8,,0,1,2,2,0,2,1,1,2,2,2,2,0,0,0,0,3,0,2,2,0,1,1,2,2,2,2,2,1,2,2,2,2,0,0,2,0,1,2,0,1,0,2,2,0,2,2,0,2,2,1,0,1,0,0,0,0,1,2,0,2,1,0,0,1,1,1,0,1,0,2,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,2,1,1,0,0,0,0,0,0,2
125,0,,0,29,1,1,0,0,0,0,0,,0,0,,0,,4,8,2,,0,4,4,3,5,,0,1,2,2,1,0,0,1,0,1,0,0,1,1,0,1,2,1,1,2,2,1,2,1,1,0,0,1,0,1,0,2,1,1,2,1,1,0,0,1,0,1,2,0,1,0,0,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,3,0,2,2,0,0,1,0,1,0,2,0,1,1,0,1,2,0,0,0,0,2,0,1,1,2
126,0,,0,26,1,1,0,0,0,0,0,,0,0,,0,,4,9,3,,0,4,4,4,9,Serbian,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,2
127,0,,0,24,1,1,0,0,0,0,0,,1,0,,0,,4,8,2,,5,5,4,7,8,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,2,0,0,2,3,0,0,0,0,0,0,0,1,1,0,2,3,0,0,1,0,0,1,2,0,2,1,0,0,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,1,0,1,0,0,0,0,0,1,0,1,3,1,0,2,0,0,0,0,0,0,2,1,2
128,0,,0,22,0,1,0,0,0,0,0,,1,0,,0,,4,7,0,,1,6,4,1,9,N/A,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,2,1,2,2,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,3,0,0,0,0,0,0,2,0,0,0,3,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,2
129,1,,0,29,0,1,0,0,0,0,0,,0,0,,0,,4,9,3,,0,4,4,3,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,2
130,1,,0,22,1,0,0,1,0,0,0,,0,0,,0,,4,8,2,,5,5,4,0,1,,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,2
131,1,,0,23,1,1,0,0,0,0,0,,0,0,,1,,4,8,2,,0,1,4,8,8,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,2,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,1,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
132,1,,0,28,1,1,0,0,0,0,0,,0,0,,0,,0,9,4,,0,4,4,6,8,,3,0,2,2,0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,2,0,2,2,3,0,0,3,1,0,2,0,0,2,0,0,2,2,3,0,0,0,2,2,1,0,0,0,0,3,0,3,0,3,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,3,0,0,0,3,1,2,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2
133,0,,0,36,0,0,1,0,0,0,0,,0,0,,0,,4,9,5,"Graduate Certificate, Human Resource Management",0,3,4,8,5,,0,2,2,0,2,0,1,0,2,0,0,2,0,0,0,0,2,2,1,0,1,0,2,3,1,0,1,1,0,2,2,2,1,0,2,2,0,0,2,0,0,0,2,0,2,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,1,0,1,0,0,2,2,0,0,0,2,2,2,0,1,1,1,0,2,0,1,0,1,1,2,2,2,0,0,1,0,1,0,2,2,2
134,0,,0,27,1,1,0,0,0,0,0,,0,0,,3,,4,9,3,,5,5,4,1,8,,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,1,1,2,0,1,3,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,0,0,2,0,1,0,0,2,1,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,1,0,1,2,0,1,1,2
135,0,,0,26,1,1,0,0,0,0,0,,0,0,,0,,0,9,3,,0,4,4,2,6,,1,1,1,2,0,0,0,0,0,2,0,0,0,0,2,0,2,0,1,2,1,2,1,2,1,0,1,1,0,1,0,1,0,1,0,2,0,1,1,0,1,0,2,1,0,2,0,0,1,1,0,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,2,0,1,2,0,1,0,1,1,1,0,0,2
136,1,,0,28,1,1,0,0,0,0,0,,0,0,,1,,4,9,3,,5,5,4,2,8,,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,2,0,1,1,1,1,0,0,0,0,1,2,2,1,0,1,1,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2
137,0,,0,23,1,1,0,0,0,0,1,Middle Eastern,0,0,,0,,4,9,3,,0,4,4,3,9,Episcopalian,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,1,0,1,1,1,0,0,1,0,0,0,0,3,0,1,2,1,0,1,0,0,2,2,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,1,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0,0,1,0,0,0,2
138,1,,0,28,1,1,0,0,0,0,0,,0,0,,0,,0,7,1,,0,4,4,5,6,,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,2,0,0,0,0,0,1,2,1,0,0,1,0,0,2,2,3,0,0,3,0,0,0,0,1,3,2,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,3,1,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,0,1,0,1,0,2
139,1,,0,25,1,1,0,0,0,0,0,,0,0,,0,,4,8,2,,2,4,4,2,9,methodist,0,1,2,2,1,0,0,0,1,0,1,1,1,0,0,0,3,2,1,1,1,0,2,3,1,0,1,0,0,0,2,2,0,1,2,3,1,0,2,0,2,0,2,2,3,1,1,1,3,1,0,1,0,0,0,2,0,1,2,1,2,0,0,0,2,1,2,1,0,0,0,2,1,0,0,1,1,2,3,2,0,1,2,1,0,1,1,2,0,1,2,1,1,2,0,0,1,1,2,0,1,1,2
140,1,,0,27,0,0,0,0,0,0,1,arab and caucasian,0,0,,0,,4,8,2,,0,2,4,1,8,,0,2,2,1,2,2,0,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,0,0,2,1,2,2,1,1,3,0,2,3,0,2,3,2,1,2,2,2,1,2,2,1,1,1,1,0,2,0,0,2,0,2,2,0,0,2,2,2,2,2,1,2,1,0,1,0,1,3,2,2,2,2,1,1,1,2,1,1,2,0,1,1,1,2,2,1,2,1,1,2,1,3,1,2
141,1,,0,27,1,1,0,0,0,0,0,,0,0,,0,,4,8,2,,0,4,4,4,5,,0,0,1,1,0,0,0,0,0,1,0,0,2,1,0,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,3,1,0,0,1,1,1,2,0,1,1,2,0,0,0,1,1,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,2,0,0,0,0,1,0,0,0,2
142,1,,0,25,1,0,1,0,0,0,0,,0,0,,0,,4,6,0,,1,0,4,0,8,,2,1,2,2,2,1,1,2,2,2,1,2,2,3,1,2,2,1,2,2,2,1,3,2,1,1,1,1,2,1,2,1,1,2,2,2,2,1,1,1,2,2,1,1,2,1,2,1,2,2,1,1,3,1,2,2,1,1,1,2,1,1,2,1,1,1,3,2,1,2,1,3,2,1,1,2,1,3,1,2,1,1,1,2,1,2,1,2,1,1,2,2,2,1,2,1,1,2,3,2,1,2,2
143,0,,0,22,1,1,0,0,0,0,0,,1,0,,0,,4,8,2,,5,5,4,7,6,,0,1,2,2,1,0,0,2,0,1,0,0,0,0,0,1,1,0,1,2,1,0,2,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,2,0,2,0,2,0,0,1,2,1,2,2,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,1,2,2,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,2
144,1,,0,24,1,1,0,0,0,0,0,,0,0,,0,,4,8,2,,0,2,4,0,8,,0,0,2,2,1,0,0,0,1,1,0,0,0,1,0,1,2,0,1,2,2,2,2,0,2,0,2,2,0,3,0,3,1,0,0,0,0,0,3,0,0,1,2,1,0,0,1,1,1,3,0,1,1,0,0,2,1,1,0,0,2,1,0,0,0,1,1,1,3,0,1,0,0,1,1,0,0,2,0,1,0,0,1,3,2,0,0,2,0,1,1,0,3,2,0,1,0,0,1,0,1,0,2
145,1,,0,30,1,1,0,0,0,0,0,,0,0,,0,,0,9,4,,0,4,4,7,5,,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,0,0,1,0,2,1,0,2,2,1,2,0,3,2,0,2,3,2,1,1,0,0,2,2,1,2,0,1,0,3,2,1,0,2,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,2,2,0,1,0,0,0,0,0,2,0,2,0,2,2,3,1,2,0,0,1,3,2,1,0,0,0,1,0,0,0,2,2,2
146,0,,0,24,1,1,0,0,0,0,0,,0,0,,0,,4,9,3,,0,4,4,2,2,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,1,0,0,0,0,1,1,0,2,0,0,3,0,2,1,0,0,0,0,0,2,2,1,2,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,3,2,0,2,0,0,0,0,0,0,0,0,2
147,1,,0,39,0,1,0,0,0,0,0,,0,0,,0,,0,8,2,,6,2,4,4,8,,0,1,2,2,2,1,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,2,1,3,2,0,2,0,0,2,2,2,0,1,1,2,0,1,1,0,2,0,2,1,1,0,2,0,2,2,2,1,1,1,2,1,0,1,0,0,2,1,1,1,0,2,2,1,0,0,1,2,1,1,1,0,0,1,2,0,1,2,1,1,2,1,1,1,0,1,2,1,2,2,0,1,0,1,1,1,1,0,2
148,1,,0,30,1,1,0,0,0,0,0,,0,0,,3,,4,8,2,,0,4,4,4,6,,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,2,0,1,0,0,0,0,0,0,0,0,1,2,0,3,0,0,1,1,1,1,2,2,0,3,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,3,2
149,1,,0,25,0,0,1,0,0,0,0,,0,0,,3,,4,7,1,,0,3,4,1,8,,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,1,2,0,0,0,2,2,0,1,2,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,2,0,3,2,0,0,2,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,2
150,0,,0,29,1,1,1,0,0,0,0,,0,0,,0,,4,7,5,Associates Degree,0,6,4,1,9,Christian,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
151,3,transmasculine,1,24,1,1,0,0,0,0,0,,0,0,,5,queer/gay,4,8,2,,0,4,4,1,8,,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,3,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
152,1,,0,31,1,1,0,0,0,0,0,,0,0,,0,,4,7,1,,8,4,4,1,2,,0,1,2,0,1,1,1,0,0,1,1,0,0,1,1,2,2,1,0,0,0,2,1,0,0,1,1,0,0,2,1,2,1,0,0,3,0,1,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,3,0,1,0,0,0,0,0,0,0,1,1,0,2,1,0,1,1,1,1,0,0,2,0,1,0,0,0,0,1,0,2
153,0,,0,25,1,1,0,0,0,0,0,,0,0,,2,,4,9,3,,5,5,4,0,8,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,2,1,0,0,0,0,0,0,2,1,0,2,3,1,0,1,0,1,1,2,0,1,0,1,1,3,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,1,1,2
154,0,,0,23,1,1,0,0,0,0,0,,0,0,,0,,4,8,2,,0,4,4,1,6,,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,2,0,2,1,0,0,0,2,0,1,0,0,0,0,2,1,1,0,0,0,1,0,2,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,2
155,0,,0,28,1,1,0,0,0,0,0,,0,0,,0,,4,9,4,,0,4,4,3,6,,0,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,1,0,2,0,0,0,1,0,1,1,2,1,0,1,2,0,1,1,0,1,0,2,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,2
