"SERIAL","QUESTNNR","STARTED","LASTDATA","SD23","SD49","SD39","SD43","SD44","SD45","SD46","SD47","SD48","SD51","SD52","SD53","SD54","SD55","SD56","SD50","AC02_01","AC02_02","AC02_03","AC02_04","AC02_05","AC02_06","AC02_07","AC02_08","AC02_09","AC02_10","SQ03_01","SQ03_02","SQ03_03","SQ03_04","SQ03_05","SQ03_06","SQ03_07","SQ03_08","SQ03_09","SQ03_10","SQ03_11","SQ03_12","SQ03_13","SQ04_14","SQ04_15","SQ04_16","SQ04_17","SQ04_18","SQ04_19","SQ04_20","SQ04_21","SQ04_22","SQ04_23","SQ04_24","SQ04_25","SQ04_21_re","SQ04_25_re","SQ03_07_re","SQ03_11_re","SQ04_14_re","emprob","hyper","prosoc","conduct","peer","PN01_01","PN01_02","PN01_03","PN01_04","PN01_05","PN01_06","PN01_07","PN01_08","PN01_09","PN02_01","PN02_02","PN02_03","PN02_04","PN02_05","PN02_06","PN02_07","PN02_08","PN02_09","aut_sat","com_sat","rel_sat","aut_dis","com_dis","rel_dis","PS01_01","PS01_02","PS01_03","PS01_04","PS01_05","PS01_06","PS01_07","PS01_08","PS01_09","PS01_10","PS01_04_re","PS01_05_re","PS01_07_re","PS01_08_re","pss","DP03_01","DP03_02","DP03_03","DP03_04","DP03_05","DP03_06","DP03_07","DP03_08","DP03_09","DP03_10","DP04_11","DP04_12","DP04_13","DP04_14","DP04_15","DP04_16","DP04_17","DP04_18","DP04_19","DP04_20","DP03_04_re","DP03_08_re","DP04_12_re","DP04_16_re","cesd","FK01_01","FK01_04","FK01_05","FK01_06","FK01_07","FK01_09","FK01_10","FK01_11","FK01_12","FK01_14","FK02_15","FK02_17","FK02_19","FK02_20","FK02_21","FK02_23","FK02_24","FK02_27","FK02_29","FK01_04_re","FK01_05_re","FK02_20_re","FK01_06_re","FK01_10_re","FK02_19_re","FK02_29_re","ST01_01","ST01_02","ST01_03","ST01_04","ST01_05","ST01_06","ST01_07","ST01_08","ST01_09","ST01_10","ST02_01","ST02_02","ST02_03","ST02_04","ST02_05","ST02_06","ST02_07","ST02_08","ST02_09","ST02_10","ST01_01_re","ST01_02_re","ST01_05_re","ST01_08_re","ST01_10_re","ST02_01_re","ST02_05_re","ST02_06_re","ST02_09_re","ST02_10_re","stai","VS01_01","VS01_02","VS01_03","VS01_04","VS01_05","VS01_06","VS01_07","VS01_02_re","vitality","LS01_01","LS01_02","LS01_03","LS01_04","LS01_05","swls","LO02_02","LO02_03","LO02_09","LO02_11","LO02_14","LO02_15","LO02_17","LO02_18","LO02_02_re","LO02_09_re","LO02_15_re","ucla","NE01_01","NE01_02","NE01_03","NE01_04","NE01_05","NE01_06","NE01_07","NE02_08","NE02_09","NE02_10","NE02_11","NE02_12","NE02_13","NE02_14","NE03_15","NE03_16","NE03_17","NE03_18","NE03_19","NE03_20","NE03_21","NE01_01_re","NE01_02_re","NE02_08_re","NE02_09_re","NE02_11_re","NE02_12_re","NE03_17_re","NE03_21_re","extra","agree","consc","neurot","open","CV05_01","CV05_02","CV05_03","CV05_04","CV05_05","CV11_01","CV11_02","CV11_03","CV11_04","CV11_05","CV11_06","CV11_07","CV11_08","CV11_09","CV11_10","CV11_11","CV11_12","CV11_13","CV11_14","CV11_15","CV11_16","CV11_01_re","CV11_06_re","CV11_07_re","CV11_09_re","CV11_10_re","pasa_threat","pasa_chall","pasa_sc","pasa_control","pasa_pa","pasa_sa","pasa_stress","PT06_01","PT06_02","PT06_03","PT06_04","PT04_01","CF01","CF09","CF17","CF25","CF02_01","CF10_01","CF18_01","CF26_01","CF03","CF11","CF19","CF27","CF04","CF12","CF20","CF28","CF05_01","CF13_01","CF21_01","CF29_01","CF05_02","CF13_02","CF21_02","CF29_02","CF06","CF14","CF22","CF30","CF07_01","CF15_01","CF23_01","CF31_01","CF07_02","CF15_02","CF23_02","CF31_02","CF07_03","CF15_03","CF23_03","CF31_03","CF07_04","CF15_04","CF23_04","CF31_04","CF07_05","CF15_05","CF23_05","CF31_05","CF07_06","CF15_06","CF23_06","CF31_06","CF07_07","CF15_07","CF23_07","CF31_07","CF08","CF16","CF24","CF32","SD57","KL01_01","KL01_02","KL01_03","KL01_04","KL01_05","KL01_06","KL01_07","KL01_08","KL01_09","KL01_10","KL01_11","KL01_12","KL02","KL03","KL04_01","RE01_01","RE01_02","RE01_03","RE01_04","RE01_05","RE01_06","RE01_07","RE01_08","RE01_09","RE02_01","RE02_02","RE02_03","RE04_01","RE04_02","RE04_03","RE04_04","RE03_01","RE03_02","RE03_03","RE03_04","RE03_05"
"LUKIRiK16TvY1bi","Followup","2020-11-17 13:02:10","2020-11-17 13:21:08",4,2,4,2,2,1,1,1,1,2,1,5,1,1,4,8,6,2,5,6,3,6,2,6,4,4,3,1,1,3,1,2,3,1,3,1,3,1,1,3,2,1,3,1,1,3,2,1,1,1,2,2,2,1,1,1,0,3,10,0,1,6,1,2,6,6,5,5,5,6,6,6,3,3,6,3,1,2,7,6,5.66666666666667,5.66666666666667,5,1.66666666666667,2.33333333333333,7,6,6,6,6,2,2,6,6,1,2,2,6,2,4,2,1,2,3,1,1,1,3,1,1,2,3,1,1,1,3,2,2,1,2,2,2,2,2,10,4,1,1,2,3,3,2,4,2,5,4,5,2,1,3,5,4,3,2,5,5,5,4,4,4,4,3,3,2,2,3,1,1,3,1,3,3,1,1,1,3,3,2,2,3,3,2,2,2,2,2,2,2,2,2,2,1.7,6,2,4,6,6,5,5,6,5.42857142857143,6,5,6,6,6,5.8,5,1,5,1,2,2,2,2,3,3,6,2.5,3,2,4,2,5,4,3,3,3,4,2,2,4,2,2,3,2,3,2,2,4,3,4,3,3,4,4,4,2,3.5,3.75,3.5,2.25,3,5,6,7,7,7,5,7,6,5,4,1,1,4,1,1,4,4,3,5,4,4,3,7,7,7,7,4.25,6.5,5.25,4.25,5.375,4.75,0.625,5,1,1,5,2,2,NA,NA,NA,12,NA,NA,NA,4,NA,NA,NA,5,NA,NA,NA,4,NA,NA,NA,5,NA,NA,NA,2,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,1,NA,NA,NA,1,1,2,1,1,1,1,2,2,1,1,1,1,2,3,5,7,1,1,4,4,4,7,7,1,4,4,4,1,1,4,4,FALSE,FALSE,FALSE,TRUE,FALSE
"i8DsogM5zHSI5Xg","Followup","2020-11-10 10:19:28","2020-11-10 10:37:20",2,3,6,1,5,1,1,1,1,2,1,5,NA,NA,NA,10,7,2,2,7,2,6,2,6,2,6,3,1,1,3,2,1,3,1,3,1,3,1,1,3,1,1,3,1,1,3,3,1,1,1,3,1,1,1,1,1,0,0,10,1,0,7,1,2,6,7,7,7,7,7,1,1,1,1,7,1,3,4,7,6.66666666666667,7,7,1,3,1,1,1,2,7,7,1,7,7,1,1,1,1,1,1,1.1,3,1,1,4,1,1,1,4,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,2,3,1,1,1,5,5,1,4,5,5,5,3,1,1,3,5,5,3,3,5,5,5,5,5,5,3,4,4,1,1,4,2,2,4,1,4,4,2,1,1,4,4,2,1,4,4,1,1,1,1,1,1,1,1,1,1,1.2,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,1,1,1,1,1,1,1,7,1.75,1,1,5,1,5,5,3,1,5,5,1,3,5,1,5,5,2,5,1,3,4,5,5,5,1,5,3,4,2,5,3.75,5,1,4,6,6,7,2,2,4,4,7,4,5,2,1,7,2,2,7,4,5,5,7,6,4,6,7,6,6,5,5.25,7,5.25,5.125,6.125,-1,5,1,1,5,1,1,2,2,1,11,14,15,17,4,4,4,5,1,5,5,NA,5,5,5,NA,5,5,5,NA,1,1,1,NA,TRUE,TRUE,TRUE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,3,3,3,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,7,1,7,1,1,7,7,7,1,4,4,7,3,7,7,2,FALSE,FALSE,FALSE,TRUE,FALSE
"5qXqdPUwqmjSqyM","Followup","2020-11-24 09:57:20","2020-11-24 10:31:37",4,2,7,2,3,3,1,1,1,2,1,5,1,1,5,9,5,1,1,4,2,5,1,5,2,2,NA,3,1,2,3,3,2,2,2,3,2,1,1,2,3,1,2,1,1,2,1,1,1,2,1,3,3,2,2,2,2,10,5,3,4,6,1,6,3,1,4,6,1,4,7,1,1,2,1,2,2,4,2,3,1,5.33333333333333,3.33333333333333,4,1.33333333333333,4,5,2,1,2,2,4,2,2,4,7,6,4,6,4.2,1,2,4,1,2,4,4,1,1,3,4,1,3,1,1,1,4,4,1,4,4,4,4,4,39,2,1,1,2,3,3,2,4,2,4,3,3,1,1,4,2,4,2,4,5,5,5,4,4,5,2,2,3,4,4,1,2,4,2,4,1,1,3,1,3,1,1,4,2,1,1,3,2,4,3,4,4,4,4,4,4,3.35,4,3,1,1,1,1,1,5,2,5,7,5,7,3,5.4,7,1,4,1,1,4,1,2,1,4,4,1.875,1,1,5,5,5,4,5,1,1,4,3,1,4,5,3,3,1,4,4,3,2,5,5,5,5,3,5,5,4,3.75,5,4.5,4.75,3.8,5,5,5,6,7,5,7,4,4,2,1,2,7,1,1,3,5,4,4,3,4,3,7,6,7,7,4,6.25,4,5,5.125,4.5,0.625,5,1,3,5,1,2,1,NA,NA,8,11,NA,NA,4,4,NA,NA,1,5,NA,NA,5,5,NA,NA,5,5,NA,NA,1,1,NA,NA,TRUE,TRUE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,6,6,NA,NA,1,2,1,1,1,1,1,1,1,1,1,1,1,3,3,5,1,6,6,6,7,5,5,2,7,7,7,7,2,1,3,4,TRUE,FALSE,FALSE,FALSE,FALSE
"4dI7oz0TasdDofB","Followup","2020-11-10 21:19:22","2020-11-10 21:54:11",4,3,5,2,3,1,1,1,1,5,1,5,1,1,1,7,6,2,4,4,3,5,2,5,4,5,2,2,1,3,2,1,3,1,3,2,3,2,1,3,1,2,3,1,1,3,3,1,1,1,3,1,1,1,1,1,1,2,9,2,0,5,1,3,4,4,3,5,5,5,6,4,1,1,4,4,1,1,5,4,4.33333333333333,5,4.66666666666667,1.66666666666667,1,7,5,4,5,5,2,6,6,5,1,3,3,2,2,3.4,1,1,2,4,2,2,2,3,1,2,2,4,1,1,1,4,1,2,1,2,1,2,1,1,9,4,1,1,1,3,4,2,5,4,5,5,4,1,1,5,5,4,5,2,5,5,5,5,4,5,4,3,4,2,2,3,1,2,3,2,3,3,1,1,2,3,3,2,2,3,3,2,1,2,2,2,2,2,2,2,2,1.8,5,3,4,5,7,5,5,5,5.14285714285714,5,6,6,5,6,5.6,5,1,7,1,4,4,1,4,3,1,4,2.375,1,3,5,1,5,5,4,1,3,5,1,1,5,3,4,5,2,5,2,5,1,5,3,5,3,5,5,4,5,5,4,5,2.25,4.8,5,5,6,7,7,4,5,6,5,4,1,1,7,1,1,5,5,5,5,5,5,4,7,7,7,7,5,6,5.75,5.5,5.5,5.625,-0.125,5,1,1,5,3,2,1,NA,NA,5,8,NA,NA,3,4,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,4,NA,NA,NA,1,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,6,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,7,1,4,1,3,7,6,6,1,1,6,5,4,4,2,1,FALSE,TRUE,TRUE,FALSE,FALSE
"YVhcCzFZ9wuqjHD","Followup","2020-11-12 17:39:52","2020-11-12 18:08:04",4,7,6,2,4,1,1,1,1,2,1,2,1,1,5,11,5,3,3,5,6,5,4,4,3,3,3,1,2,3,1,1,3,2,3,1,3,1,2,3,1,2,3,1,1,2,3,1,1,1,3,1,1,1,1,1,4,0,9,0,0,6,5,5,3,3,4,5,3,5,3,3,5,3,3,4,6,5,3,3.33333333333333,3,5.33333333333333,3.33333333333333,5.33333333333333,4.33333333333333,2,4,3,4,3,4,5,5,4,3,4,5,3,3,3.5,2,1,1,2,2,2,1,2,1,1,1,3,2,2,2,3,1,2,2,1,3,3,2,2,14,5,1,1,2,3,4,2,4,4,4,3,3,2,2,3,4,2,3,4,5,5,4,4,4,4,2,3,3,2,2,2,2,3,2,2,2,2,2,1,2,2,3,2,1,2,2,2,2,3,3,3,3,3,2,3,3,2.3,4,4,5,5,4,3,3,4,4,7,6,7,7,7,6.8,3,5,5,5,5,3,5,4,5,3,5,4.625,4,2,4,4,4,3,4,2,2,5,3,3,4,4,4,3,1,5,4,3,4,2,4,4,4,3,3,5,2,2.75,4,4.25,4,3.6,3,3,7,6,6,3,7,4,3,6,2,3,6,4,2,4,3,5,5,3,3,5,6,5,4,6,5,6,4,3.75,5.5,3.875,1.625,4,2,2,5,2,1,2,2,NA,4,10,13,NA,3,4,4,NA,NA,5,5,NA,NA,2,2,NA,NA,2,2,NA,NA,1,1,NA,NA,TRUE,TRUE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,1,1,2,1,1,1,1,1,1,1,1,1,1,4,3,3,7,5,1,2,6,6,6,5,4,2,5,4,3,3,3,5,FALSE,FALSE,TRUE,FALSE,FALSE
"LAzKuiHBevnQwp8","Followup","2020-11-12 19:05:38","2020-11-12 19:33:20",4,7,5,2,3,1,1,1,1,2,1,2,1,1,2,11,6,2,1,6,2,6,1,7,2,7,3,1,1,3,2,1,3,1,3,1,3,1,1,3,1,1,3,1,1,3,3,1,1,1,3,1,1,1,1,1,0,0,10,1,0,6,2,2,6,6,7,6,6,6,6,3,2,4,6,2,1,2,7,6.66666666666667,6,6,3.66666666666667,1.66666666666667,2.66666666666667,4,2,3,7,5,1,6,5,1,1,1,3,2,3,2.1,1,1,2,4,1,2,1,3,1,1,2,4,1,1,2,3,1,2,2,1,1,2,1,2,8,3,1,1,2,4,3,2,5,3,5,4,5,1,1,4,5,5,4,2,5,5,5,4,4,5,4,2,3,2,2,3,1,1,3,2,3,4,1,1,1,3,3,1,2,3,3,3,2,2,2,2,1,2,2,2,2,1.7,6,1,5,5,7,6,5,7,5.85714285714286,7,7,7,7,7,7,5,1,4,3,4,5,2,3,3,4,3,2.875,3,4,5,1,5,5,4,1,5,2,2,5,5,2,5,3,4,5,1,5,1,3,2,5,1,4,1,2,5,3.75,2.25,5,1.25,4.4,5,5,7,4,3,2,7,4,6,4,1,2,6,2,3,4,5,5,5,3,6,6,7,6,6,5,5.25,6,4.25,5.75,5.625,5,0.625,5,1,1,5,3,1,1,NA,NA,5,9,NA,NA,3,4,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,3,NA,NA,NA,2,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,NA,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,7,2,1,1,1,7,5,2,6,3,6,5,1,4,4,3,FALSE,TRUE,FALSE,FALSE,FALSE
"yMgeTwaielAWtZo","Followup","2020-11-11 20:57:15","2020-11-11 21:20:29",4,3,5,2,3,1,1,1,1,3,5,6,1,1,3,12,4,6,6,2,6,2,6,3,6,1,3,2,1,2,3,1,2,3,3,2,2,3,3,2,2,2,3,1,1,3,1,1,1,3,1,3,3,2,2,2,7,7,9,5,2,6,1,7,4,4,4,4,4,5,1,1,7,4,4,4,1,6,1,3,4,5,2,4.66666666666667,4,6,7,7,2,1,5,4,4,4,4,6,7,4,4,5.4,4,2,2,2,2,2,4,1,1,4,4,2,4,4,4,2,1,2,1,3,3,4,3,3,37,4,1,1,3,1,5,1,3,5,4,3,3,3,3,3,5,5,5,5,5,5,3,3,5,3,1,2,1,4,4,1,4,4,1,4,2,2,4,4,4,1,2,4,4,1,2,3,4,4,4,3,3,4,3,4,3,3.75,1,7,1,2,3,2,1,1,1.57142857142857,4,4,6,6,5,5,7,1,4,1,1,7,1,7,1,4,1,2.125,5,5,5,5,5,2,5,1,1,5,3,5,5,5,5,3,5,5,3,5,1,1,1,5,5,3,1,1,5,2.25,2,5,4.5,5,7,7,7,7,7,1,1,4,4,7,1,4,4,4,4,4,4,7,7,4,7,7,7,4,4,4,6.25,4.75,4,4.75,5.5,4.375,1.125,5,2,2,5,3,1,2,NA,NA,5,8,NA,NA,3,4,NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA,2,NA,NA,NA,5,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,6,NA,NA,2,1,1,1,1,2,1,2,2,1,1,1,1,5,5,6,7,7,1,7,7,6,1,6,7,7,7,6,1,1,4,4,TRUE,FALSE,FALSE,FALSE,FALSE
"qhlGjAY7J4cMhvI","Followup","2020-11-10 09:36:57","2020-11-10 09:58:27",6,7,3,1,2,1,1,1,1,1,4,1,NA,NA,NA,7,6,4,3,6,4,6,4,4,3,5,2,2,1,1,3,3,2,3,3,2,2,1,2,2,3,3,3,3,2,2,1,2,2,2,1,3,3,2,2,2,6,8,6,6,6,4,4,4,4,1,3,2,2,2,6,4,4,3,3,2,3,6,5,4,2,2.66666666666667,4,4.33333333333333,3.66666666666667,3,5,4,3,3,5,3,3,4,6,5,5,5,5,4.7,3,3,2,2,3,3,4,1,4,3,2,1,3,4,1,1,2,4,3,4,3,4,4,4,43,2,1,1,3,3,2,4,3,4,3,4,3,3,2,2,3,3,4,4,5,5,4,3,2,3,2,2,2,3,3,1,2,2,1,2,2,2,3,2,2,2,2,2,3,2,1,3,3,4,4,3,3,3,3,3,4,2.85,2,7,2,6,2,3,2,1,2.57142857142857,2,1,2,2,1,1.6,4,5,1,3,3,5,6,4,4,7,3,4.375,5,4,3,4,4,3,2,4,1,5,4,4,2,4,5,2,5,3,4,5,1,1,2,2,5,2,2,1,5,2,1.75,2.5,4.25,4.8,1,2,2,2,1,6,6,6,6,1,5,1,7,7,7,7,5,1,1,7,6,2,3,7,1,1,1.25,2.75,6.75,6,2,6.375,-4.375,5,1,1,5,1,2,NA,NA,NA,12,NA,NA,NA,4,NA,NA,NA,8,NA,NA,NA,3,NA,NA,NA,4,NA,NA,NA,1,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,6,NA,NA,NA,1,1,1,2,1,1,2,2,2,1,1,1,1,5,5,6,4,4,7,5,5,4,1,1,1,6,4,4,5,6,2,5,FALSE,FALSE,FALSE,FALSE,TRUE
"F3t1JH5FhCIMIYx","Followup","2020-11-10 18:18:28","2020-11-10 19:55:29",3,3,6,2,4,1,1,1,1,2,1,5,2,2,2,9,7,1,4,4,4,7,1,5,2,7,3,1,1,3,1,1,3,1,3,1,2,1,1,3,2,1,3,2,1,3,3,1,2,1,3,1,1,1,2,1,0,1,10,1,2,7,1,1,4,7,7,7,7,7,4,3,1,1,7,2,1,2,4,5,7,7,3,1.33333333333333,1,7,4,4,7,3,3,7,7,4,3,1,5,1,1,3.3,2,1,2,4,1,1,3,4,1,1,2,2,1,1,1,1,1,2,1,3,1,1,3,4,13,3,1,1,3,2,1,2,5,5,5,3,3,4,1,3,5,2,3,5,5,5,5,3,4,2,1,2,4,3,2,1,1,2,1,2,4,4,2,1,2,1,2,2,3,2,1,3,1,4,4,1,1,4,3,3,4,2.4,2,7,2,3,4,3,1,1,2.28571428571429,4,7,5,7,3,5.2,7,1,3,1,1,7,1,1,1,5,1,1.5,4,1,4,1,3,3,2,3,4,3,2,3,5,2,4,3,3,5,1,4,3,2,5,3,2,4,3,3,3,3,3.25,4.25,1.5,3.4,6,6,7,4,5,2,6,2,1,4,3,1,1,1,1,2,4,4,6,4,4,6,5,7,7,7,5.25,6,3.75,2.5,5.625,3.125,2.5,2,2,4,3,2,2,1,1,NA,3,8,12,NA,3,4,4,NA,NA,1,8,NA,NA,3,5,NA,NA,5,5,NA,NA,1,1,NA,NA,TRUE,TRUE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,6,6,NA,1,1,2,1,1,1,1,1,1,1,1,1,1,4,5,3,7,7,7,4,5,2,6,4,6,6,7,6,1,1,6,1,FALSE,FALSE,FALSE,FALSE,TRUE
"4cIRJDJXkZCupYl","Followup","2020-11-16 06:16:19","2020-11-16 06:32:34",3,15,3,2,3,1,1,1,1,1,1,5,1,1,5,4,3,2,5,2,4,2,4,5,5,2,2,3,3,2,3,1,2,3,2,3,3,1,2,3,2,2,3,2,1,2,1,1,2,2,1,3,3,2,1,1,7,9,6,4,1,4,1,4,2,2,4,4,2,4,2,1,1,1,3,5,1,4,1,2.33333333333333,2.33333333333333,4,2.66666666666667,3,1,7,7,7,2,1,6,4,2,6,4,6,7,4,6,6,1,1,3,3,3,3,3,2,3,2,2,2,2,3,2,1,1,2,2,3,2,3,3,4,28,3,3,1,5,2,2,4,4,3,3,3,2,3,2,2,3,3,3,4,3,5,4,1,2,3,2,2,2,3,3,2,2,2,1,2,2,2,2,2,2,1,1,2,4,2,2,3,3,3,4,3,3,4,4,3,3,2.85,2,7,1,1,2,4,1,1,1.71428571428571,2,5,5,4,4,4,3,2,2,1,1,6,1,3,5,6,2,2.625,3,3,3,3,3,3,2,4,2,2,3,4,3,4,3,2,4,2,2,2,4,3,3,2,4,3,2,2,2,2.75,2.25,2.5,3.25,2.4,1,1,1,6,6,4,4,4,4,4,4,4,6,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,3.5,4.5,4,4,0,5,1,1,1,1,2,2,NA,NA,7,17,NA,NA,4,7,NA,NA,1,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,6,NA,NA,NA,2,1,1,1,1,1,1,1,2,1,1,1,1,3,3,4,1,1,1,5,5,2,6,4,4,4,4,5,1,1,5,2,FALSE,FALSE,FALSE,FALSE,TRUE
"mqInqDexHkGuIGA","Followup","2020-11-10 11:50:09","2020-11-10 12:22:43",3,3,5,2,3,1,1,1,1,5,4,1,1,1,1,6,4,4,5,4,6,4,7,5,2,4,3,1,2,1,1,2,2,2,3,1,3,1,1,3,1,2,3,1,1,3,3,1,1,2,3,1,1,2,1,1,4,0,8,1,1,4,1,2,4,6,5,7,5,7,7,4,2,4,6,2,1,5,3,4,5.66666666666667,6,4.33333333333333,2.66666666666667,2.33333333333333,4,6,7,5,5,5,5,6,4,3,3,3,3,2,4,3,1,1,4,2,2,3,4,1,2,3,2,1,1,1,3,1,2,1,3,1,1,3,2,15,5,1,1,3,2,3,3,5,2,5,4,5,3,1,4,5,3,4,4,5,5,5,3,3,3,2,3,3,3,2,2,1,2,1,2,2,3,2,1,1,2,2,3,2,2,2,2,2,3,4,3,2,3,3,3,3,2.35,4,5,2,4,7,4,4,3,4,5,5,6,6,7,5.8,6,1,7,2,5,3,1,1,2,1,5,2.25,2,3,4,4,5,5,5,3,2,5,1,2,4,4,5,5,4,3,5,5,1,4,3,3,4,5,4,2,5,4.75,3.5,3.5,4.25,5,7,7,7,7,7,1,7,6,6,7,1,2,7,1,1,4,6,7,7,4,6,7,7,6,7,7,7,7,5,6.25,7,5.625,1.375,5,1,1,5,1,1,1,NA,NA,14,19,NA,NA,4,6,NA,NA,5,NA,NA,NA,4,NA,NA,NA,5,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,NA,6,NA,NA,NA,1,1,1,1,1,1,2,2,1,1,1,1,1,5,4,4,7,1,7,5,4,6,6,6,5,2,3,3,2,2,6,2,FALSE,FALSE,TRUE,FALSE,FALSE
"gu78IavRFGiR8db","Followup","2020-11-11 18:04:17","2020-11-11 18:21:23",4,3,4,2,2,1,1,1,1,1,1,1,1,1,1,11,7,1,2,4,3,6,3,7,3,5,3,2,1,2,1,2,2,1,3,1,3,NA,1,3,3,1,3,1,1,2,2,1,NA,1,2,2,2,2,1,1,0,5,8,1.25,1.25,7,1,2,6,5,6,7,5,6,3,4,1,3,5,4,1,1,5,5.66666666666667,5,6.66666666666667,3.66666666666667,1.33333333333333,1.66666666666667,1,1,2,1,6,2,6,7,1,1,7,2,2,1,2,1,1,1,4,1,1,2,4,1,1,1,4,1,1,1,4,1,1,1,2,1,1,1,1,2,5,1,2,2,3,2,1,4,2,5,4,4,1,1,4,3,3,2,3,5,4,5,4,5,5,3,3,4,2,1,3,1,1,3,1,4,4,1,1,2,3,4,1,2,3,3,2,1,2,2,1,1,2,1,2,2,1.45,6,2,5,5,6,4,4,6,5.14285714285714,6,7,6,7,7,6.6,7,1,5,1,1,6,1,2,1,3,2,1.5,2,2,4,1,4,4,5,2,3,5,2,2,4,1,3,4,3,5,2,2,3,4,4,4,3,4,4,3,3,4,4,4.25,1.75,3.4,5,5,6,7,3,3,5,5,5,4,3,2,6,4,5,6,4,3,4,5,4,5,5,6,4,3,4,4.25,5.5,4.75,4.125,5.125,-1,5,1,2,5,2,2,NA,NA,NA,13,NA,NA,NA,4,NA,NA,NA,6,NA,NA,NA,5,NA,NA,NA,4,NA,NA,NA,1,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,6,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,7,1,3,6,5,3,3,2,7,5,6,6,4,3,3,6,TRUE,FALSE,FALSE,FALSE,FALSE
