"";"participant";"country";"gender";"age";"political_attitude";"social_status";"bfi2_E_t1";"bfi2_A_t1";"bfi2_C_t1";"bfi2_N_t1";"bfi2_O_t1";"ukraine_behavior_1_t1";"ukraine_behavior_2_t1";"ukraine_behavior_3_t1";"ukraine_behavior_4_t1";"ukraine_emo_1_t1";"ukraine_emo_2_t1";"ukraine_emo_3_t1";"ukraine_emo_4_t1";"ukraine_emo_5_t1";"ukraine_emo_6_t1";"ukraine_emo_7_t1";"ukraine_eval_1_t1";"ukraine_eval_2_t1";"ukraine_eval_3_t1";"ukraine_eval_4_t1";"ukraine_cope_1_t1";"ukraine_cope_2_t1";"ukraine_cope_3_t1";"ukraine_cope_4_t1";"ukraine_cope_5_t1";"ukraine_cope_6_t1";"ukraine_cope_7_t1";"ukraine_cope_8_t1";"ukraine_cope_9_t1";"ukraine_cope_10_t1";"ukraine_cope_11_t1";"ukraine_cope_12_t1";"ukraine_cope_13_t1";"ukraine_cope_14_t1";"ukraine_cope_15_t1";"ukraine_cope_16_t1";"ukraine_cope_17_t1";"ukraine_cope_18_t1";"ukraine_cope_19_t1";"ukraine_cope_20_t1";"ukraine_cope_21_t1";"ukraine_cope_22_t1";"ukraine_cope_23_t1";"ukraine_cope_24_t1";"ukraine_cope_25_t1";"ukraine_cope_26_t1";"ukraine_cope_27_t1";"ukraine_cope_28_t1"
"3939";3939;"france";1;52;5;6;3,25;4,41666666666667;4,91666666666667;3,33333333333333;4,75;5;5;6;2;3;3;4;4;5;5;6;4;7;5;5;2;2;4;1;1;1;1;1;2;1;1;2;1;1;1;1;1;1;2;3;1;1;1;3;1;1;1;1
"3940";3940;"south_africa";1;22;4;7;2,91666666666667;4,66666666666667;4,33333333333333;3,83333333333333;4,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3941";3941;"belgium";1;31;4;6;2,66666666666667;3,83333333333333;3,16666666666667;3,25;4;3;4;5;2;4;5;6;5;4;3;5;3;4;4;4;2;1;1;1;2;1;3;1;2;3;1;3;1;2;2;1;1;2;2;3;2;1;2;3;2;1;2;2
"3942";3942;"south_africa";1;31;1;1;1,91666666666667;4,66666666666667;4,5;4;3,83333333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3943";3943;"south_africa";1;32;6;4;4,91666666666667;4,66666666666667;4,66666666666667;1,66666666666667;4,66666666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3944";3944;"france";2;31;4;2;2,66666666666667;3,33333333333333;3,58333333333333;3,91666666666667;3,91666666666667;5;3;2;1;1;1;2;3;2;5;5;3;5;4;3;1;1;2;1;1;1;3;1;2;1;1;3;1;1;1;1;1;1;2;4;1;1;1;3;2;1;1;1
"3945";3945;"belgium";2;32;4;7;2,83333333333333;3,5;3,25;2,75;4;10;2;1;1;1;1;1;5;3;3;5;3;10;3;6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;1;1;1;2;2;1;1;1
"3946";3946;"south_africa";1;28;5;1;3,08333333333333;4,25;3,25;2,91666666666667;3,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3947";3947;"south_africa";1;55;6;7;4,08333333333333;4,41666666666667;4,91666666666667;2;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3948";3948;"south_africa";2;26;NA;NA;3,75;4,5;4,66666666666667;2,16666666666667;4,58333333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3949";3949;"south_africa";2;31;4;4;3,5;4,25;3,33333333333333;2,58333333333333;3,25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3950";3950;"france";1;22;4;3;3,5;4,16666666666667;2,91666666666667;4,41666666666667;3,75;5;1;1;1;1;1;1;6;6;1;6;3;5;3;4;2;1;4;1;1;4;2;4;2;1;1;2;1;2;1;4;1;1;2;2;1;1;1;2;1;1;1;1
"3951";3951;"georgia";1;57;3;8;4,33333333333333;4,33333333333333;5;1,41666666666667;4,33333333333333;10;6;2;1;1;1;4;4;5;5;5;4;6;5;4;4;4;1;1;1;3;3;3;4;3;1;3;1;4;2;3;1;1;4;4;2;1;2;4;2;1;1;1
"3952";3952;"france";1;55;5;8;3,5;3,66666666666667;4,5;2,16666666666667;3,91666666666667;9;5;4;2;2;5;2;5;5;3;6;1;8;5;6;2;2;1;1;1;1;1;1;2;1;1;2;1;2;1;1;1;1;1;4;1;1;1;4;3;1;1;1
"3953";3953;"south_africa";1;20;3;5;1,83333333333333;3,16666666666667;4,33333333333333;4,16666666666667;4,25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3954";3954;"france";1;19;5;8;3,33333333333333;4,91666666666667;2,41666666666667;1,5;4,41666666666667;6;5;2;3;2;2;3;4;5;2;5;3;6;3;2;1;1;3;1;1;2;1;1;2;1;1;2;2;1;1;3;1;2;1;2;1;1;1;3;1;1;2;1
"3955";3955;"france";1;22;5;7;3,66666666666667;3,91666666666667;3,66666666666667;3,5;4,16666666666667;4;1;4;1;2;4;4;4;4;4;4;3;5;4;1;1;1;1;1;1;2;1;1;4;1;1;2;1;1;2;1;1;1;1;4;2;1;1;4;2;1;1;1
"3956";3956;"south_africa";1;25;2;4;2,41666666666667;4,25;2,91666666666667;4,83333333333333;3,83333333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3957";3957;"poland";3;24;NA;NA;2,66666666666667;2,58333333333333;3,41666666666667;3,5;4,41666666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3958";3958;"georgia";1;64;NA;NA;3,5;4;4,25;2,41666666666667;3,41666666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3959";3959;"france";1;27;NA;NA;2,66666666666667;3,25;3,58333333333333;3;4,08333333333333;5;2;2;1;1;1;1;4;4;2;4;3;8;3;5;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1
"3960";3960;"belgium";2;56;NA;NA;3,83333333333333;3,91666666666667;3,5;2,25;3,33333333333333;6;5;4;2;2;2;2;4;2;2;3;2;6;4;4;2;2;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;3;1;1;1;1
"3961";3961;"south_africa";2;24;4;7;1,83333333333333;4,83333333333333;2;2,16666666666667;3,66666666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3962";3962;"georgia";1;23;4;4;2,41666666666667;3,66666666666667;3,58333333333333;3,75;3,83333333333333;8;5;5;4;2;6;4;6;6;6;6;3;3;4;4;3;4;1;1;1;3;2;1;3;1;1;1;4;2;1;2;1;1;4;4;4;1;2;4;3;3;1;1
"3963";3963;"belgium";2;31;3;7;3,08333333333333;4;3,41666666666667;2;3,33333333333333;6;6;1;2;2;2;2;5;5;5;5;4;9;4;4;1;2;1;1;1;1;1;1;1;1;1;1;1;3;1;1;2;1;1;4;1;1;1;4;3;1;1;1
"3964";3964;"georgia";1;27;5;6;3,33333333333333;4,25;4,75;2,08333333333333;4,66666666666667;10;6;1;2;4;4;5;6;6;6;6;4;1;6;5;3;4;1;3;3;3;2;1;4;4;3;3;2;2;4;1;1;1;3;4;3;1;4;4;4;2;3;1
"3965";3965;"georgia";1;39;6;7;2,66666666666667;3,16666666666667;2,58333333333333;2,83333333333333;4;8;5;3;4;5;6;3;5;5;6;6;4;3;5;2;3;1;1;1;1;1;3;1;2;1;1;3;1;3;1;1;1;1;3;3;2;1;1;2;3;1;1;1
"3966";3966;"france";1;29;3;6;2,33333333333333;4,58333333333333;4,25;4,16666666666667;4,08333333333333;4;5;1;1;1;1;5;4;4;6;6;3;9;1;3;2;2;1;1;1;1;3;1;2;1;1;1;3;4;1;1;1;1;2;4;1;1;2;1;3;1;1;1
"3967";3967;"georgia";1;34;5;8;3,08333333333333;3,75;4,41666666666667;4,08333333333333;4,16666666666667;10;6;1;1;1;6;6;6;6;6;6;6;3;6;4;4;4;1;1;4;1;3;1;4;4;1;1;1;4;4;2;1;1;2;4;4;1;4;4;4;1;1;1
"3968";3968;"south_africa";1;38;NA;NA;3,41666666666667;3,66666666666667;3,91666666666667;2,83333333333333;3,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3969";3969;"france";1;25;5;5;3,91666666666667;4,41666666666667;3,91666666666667;3,25;4,91666666666667;6;6;1;1;1;5;5;4;6;6;6;2;8;5;2;1;2;4;1;1;1;1;1;3;1;1;1;2;2;2;1;1;3;2;4;1;1;1;4;3;1;1;1
"3970";3970;"south_africa";1;39;NA;NA;3,41666666666667;4,33333333333333;4,33333333333333;2,58333333333333;3,91666666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3971";3971;"france";1;22;4;6;3,33333333333333;3,66666666666667;4,58333333333333;3;3,75;4;4;4;2;2;2;3;4;4;3;6;3;6;3;4;2;2;1;1;1;2;1;1;2;1;1;1;1;1;1;2;1;1;1;4;1;1;1;3;2;1;2;1
"3972";3972;"france";2;27;5;4;2,83333333333333;4,08333333333333;4,41666666666667;3,75;3,58333333333333;5;3;2;1;1;1;1;1;4;1;5;3;6;6;6;1;1;1;1;1;3;1;1;4;1;1;1;1;1;1;4;1;1;1;4;1;1;1;4;2;1;1;1
"3973";3973;"france";1;26;3;5;2,75;4,33333333333333;3,91666666666667;2,5;3;2;3;5;2;4;3;3;4;4;3;6;3;5;4;2;3;1;2;1;2;3;3;1;2;2;1;2;1;1;3;1;1;1;3;4;1;1;1;3;2;1;1;1
"3974";3974;"georgia";1;46;6;2;3;2,66666666666667;3,16666666666667;2,91666666666667;3,16666666666667;10;2;6;1;3;4;1;6;6;6;4;3;1;6;3;2;1;1;1;1;1;3;1;3;4;1;1;1;1;1;1;1;1;1;4;1;1;2;3;1;1;1;1
"3975";3975;"united_kingdom";1;20;NA;NA;4,08333333333333;3,75;2,5;2,5;4,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3976";3976;"georgia";1;26;10;7;3,25;4,08333333333333;2,66666666666667;2,91666666666667;3,83333333333333;4;6;4;1;1;1;1;6;4;5;6;3;1;6;6;3;3;1;1;4;3;3;1;4;3;1;1;3;3;1;1;1;1;2;4;4;1;1;3;3;1;1;1
"3977";3977;"france";2;18;NA;NA;2,75;3,5;2,66666666666667;2,83333333333333;4,58333333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3978";3978;"georgia";2;43;4;6;3,33333333333333;4,16666666666667;3,83333333333333;2,25;4,25;6;6;3;1;4;5;3;6;6;5;6;3;6;6;5;2;3;1;1;3;1;3;1;4;3;1;3;1;3;3;2;1;1;2;4;3;2;3;3;3;1;2;2
"3979";3979;"georgia";1;39;NA;NA;4;4,66666666666667;4,83333333333333;1,33333333333333;4,25;10;6;1;1;6;6;6;6;6;6;6;6;1;6;6;4;4;3;1;1;2;2;1;4;2;1;1;1;3;2;1;1;2;4;4;4;2;1;4;4;1;3;2
"3980";3980;"france";1;20;NA;NA;3,83333333333333;3,25;2,91666666666667;3,75;3,33333333333333;10;1;1;1;1;1;1;1;5;1;5;4;5;3;3;1;1;2;1;1;4;1;2;1;1;1;1;1;1;1;1;1;2;1;3;1;1;1;4;1;1;1;1
"3981";3981;"south_africa";1;27;5;3;3,08333333333333;4,41666666666667;4,83333333333333;3,91666666666667;4,58333333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3982";3982;"georgia";1;50;3;6;4,33333333333333;4;4,83333333333333;2,16666666666667;4,41666666666667;6;6;2;2;2;4;3;4;6;6;6;3;2;3;4;2;1;1;1;4;1;1;1;4;3;1;1;1;2;4;1;3;1;2;4;4;3;2;3;3;1;3;1
"3983";3983;"france";1;23;7;8;4,08333333333333;3;4,16666666666667;2,25;4,08333333333333;8;6;2;1;1;5;5;6;3;5;6;1;10;6;6;4;2;1;1;4;3;3;1;4;4;1;2;1;2;4;3;1;1;3;4;4;1;2;2;2;1;1;1
"3984";3984;"france";1;20;5;6;2,33333333333333;3,83333333333333;3,08333333333333;3,5;3,5;5;3;3;1;3;3;3;4;4;4;4;3;6;3;4;1;1;2;1;1;4;1;1;1;2;1;1;1;1;1;2;1;1;1;2;1;1;1;2;1;1;1;1
"3985";3985;"netherlands";2;23;6;9;3,5;3,16666666666667;3,41666666666667;1,16666666666667;4,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3986";3986;"south_africa";1;46;6;7;2,58333333333333;3,08333333333333;4,75;3,66666666666667;4,83333333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3987";3987;"france";2;21;NA;NA;3,16666666666667;4,16666666666667;4,33333333333333;4;3,75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3988";3988;"united_kingdom";1;21;4;4;4,41666666666667;4,5;5;3,16666666666667;4,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3989";3989;"france";2;20;6;8;3,5;3,58333333333333;3,16666666666667;3,58333333333333;4,16666666666667;7;6;5;1;5;5;2;6;6;6;6;6;9;6;5;2;2;3;2;2;3;2;2;2;1;1;1;2;2;2;2;1;3;3;3;2;1;1;3;3;1;1;1
"3990";3990;"france";1;25;7;7;2,66666666666667;3,75;2,83333333333333;3,91666666666667;3,66666666666667;6;2;1;1;3;3;1;4;4;6;6;3;3;4;3;1;1;2;1;2;4;1;1;2;2;1;2;1;2;2;1;1;1;1;4;2;1;1;4;3;1;1;1
"3991";3991;"france";1;21;5;6;3,08333333333333;4,58333333333333;3,33333333333333;3,83333333333333;4,66666666666667;7;4;6;1;2;2;4;5;6;6;6;2;7;3;5;4;1;4;1;2;1;3;1;2;1;1;4;1;3;2;3;1;3;4;4;1;1;1;4;3;1;1;2
"3992";3992;"france";1;21;NA;NA;2,33333333333333;4;3,66666666666667;4;4,08333333333333;4;5;4;2;2;2;4;5;5;4;6;4;7;4;4;1;2;2;1;2;3;2;2;2;2;1;2;2;2;3;2;1;1;3;2;2;1;3;2;2;1;1;1
"3993";3993;"france";2;25;7;7;4,16666666666667;4,5;3,91666666666667;1,5;4,08333333333333;2;1;5;1;4;4;4;4;5;4;6;5;9;5;6;3;1;4;2;2;2;4;2;3;2;1;3;1;2;3;1;2;2;3;4;1;1;2;4;3;1;1;1
"3994";3994;"georgia";1;18;5;4;1,75;2,75;3,16666666666667;4;4,08333333333333;10;5;2;2;2;6;2;6;4;6;6;4;1;4;5;2;3;2;3;1;2;1;1;2;2;1;2;3;3;2;4;1;1;2;4;2;1;1;4;3;3;1;1
"3995";3995;"france";1;22;NA;NA;2,66666666666667;4,16666666666667;4;3,91666666666667;3,25;2;4;6;4;3;3;5;6;6;6;6;5;5;5;5;3;1;1;1;2;2;2;1;2;2;1;2;1;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3996";3996;"south_africa";2;28;3;7;4,58333333333333;4,66666666666667;4,08333333333333;1,75;4,75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3997";3997;"france";1;37;7;4;2,75;3,58333333333333;2,75;3,58333333333333;3,75;5;4;6;1;1;1;1;3;4;4;4;2;5;2;1;1;2;1;1;1;2;1;1;2;1;1;2;3;3;1;1;2;2;1;4;1;4;1;4;2;2;3;1
"3998";3998;"france";1;20;6;8;3,08333333333333;3,91666666666667;4,66666666666667;4,66666666666667;3,83333333333333;5;1;6;1;1;1;6;6;6;6;6;4;6;6;4;4;1;2;1;1;2;2;1;2;1;1;1;4;2;1;2;1;1;4;3;1;1;1;4;3;1;1;1
"3999";3999;"netherlands";2;26;7;3;2,91666666666667;3,41666666666667;3;3,16666666666667;4,16666666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4000";4000;"south_africa";1;19;NA;NA;3,66666666666667;4,75;3,33333333333333;2,66666666666667;4,66666666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4001";4001;"georgia";2;22;7;4;3,91666666666667;4;2,16666666666667;3,83333333333333;4,58333333333333;9;6;1;1;5;6;6;4;5;6;6;6;2;6;5;2;2;1;1;1;3;1;1;4;3;1;4;1;1;1;1;1;1;1;4;2;1;1;4;1;1;1;1
"4002";4002;"france";2;19;3;9;4,75;2,5;2,41666666666667;3,66666666666667;4,75;1;1;6;6;1;6;5;4;4;1;2;1;1;1;1;2;1;4;1;1;4;3;4;2;1;1;4;1;4;1;3;4;1;1;4;1;1;1;3;2;1;1;2
"4003";4003;"georgia";2;36;NA;NA;2,75;3,33333333333333;3,33333333333333;2,5;3,33333333333333;10;6;1;2;2;2;2;5;3;5;6;2;4;4;5;1;3;2;1;3;1;1;1;4;3;1;2;2;1;2;1;2;2;1;4;3;1;2;2;3;1;1;2
"4004";4004;"germany";1;47;NA;NA;3,41666666666667;4,58333333333333;4,41666666666667;1,75;3;6;6;5;1;1;1;3;5;3;1;4;1;10;3;4;1;2;1;1;1;2;1;1;2;1;1;2;2;2;2;1;1;1;1;3;2;1;2;3;4;1;1;1
"4005";4005;"georgia";1;24;3;5;4,08333333333333;3,25;4,75;2,83333333333333;3,83333333333333;10;6;2;1;1;6;3;6;6;6;6;5;1;6;3;4;3;2;1;4;1;3;1;4;4;1;1;3;2;2;3;1;1;4;4;3;2;3;4;4;2;2;1
"4006";4006;"south_africa";1;20;3;5;1,91666666666667;3,41666666666667;4,33333333333333;3,58333333333333;4,41666666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4007";4007;"south_africa";1;48;5;6;3,66666666666667;4,58333333333333;4,33333333333333;1,33333333333333;4,25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4008";4008;"south_africa";1;25;9;10;3,83333333333333;4,33333333333333;4,58333333333333;1,83333333333333;3,83333333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4009";4009;"france";2;29;4;4;2,91666666666667;4,5;4,75;1,58333333333333;3,41666666666667;5;4;4;1;1;2;4;6;6;6;6;4;10;3;5;1;1;1;1;2;2;1;1;1;1;1;1;1;1;2;1;2;1;1;2;1;1;1;3;2;1;1;1
"4010";4010;"belgium";2;46;7;8;2,58333333333333;2,66666666666667;3,5;4;3,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4011";4011;"italy";1;24;5;5;3,16666666666667;4,5;4;2,5;3,41666666666667;6;4;2;1;1;4;2;4;4;4;6;3;10;3;5;2;1;2;1;1;2;1;1;2;1;1;2;1;1;1;1;1;1;2;3;2;2;1;2;2;1;2;1
"4012";4012;"france";2;18;NA;NA;2,66666666666667;3,5;2,16666666666667;2,91666666666667;4,33333333333333;5;1;5;1;1;5;1;1;1;1;6;2;1;5;1;2;1;1;1;1;4;2;1;1;1;1;1;1;1;1;4;1;4;1;4;1;1;1;4;3;1;1;4
"4013";4013;"united_kingdom";1;20;6;6;2,41666666666667;4,33333333333333;3,58333333333333;4,41666666666667;3,58333333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4014";4014;"france";1;22;3;7;2,5;4,16666666666667;2,91666666666667;4,16666666666667;4,5;2;3;6;1;4;4;5;6;6;4;5;4;5;4;4;3;1;3;1;1;2;2;2;2;2;1;2;2;2;2;2;1;2;4;1;1;1;2;2;1;1;1;1
"4015";4015;"germany";2;34;3;3;2,58333333333333;3,83333333333333;2,66666666666667;2,66666666666667;3,83333333333333;7;3;2;1;1;1;1;1;3;4;3;1;7;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;3;1;1;1;3;1;1;1;3
"4016";4016;"south_africa";2;46;6;4;2;3,91666666666667;3,91666666666667;1,08333333333333;3,75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4017";4017;"belgium";2;36;2;7;1,58333333333333;4,25;2;1,58333333333333;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4018";4018;"france";1;20;3;7;2,75;3,5;3,66666666666667;2,41666666666667;3,16666666666667;8;4;2;2;2;2;2;3;3;2;4;2;8;3;5;1;2;1;1;1;1;2;1;2;1;1;1;1;1;2;1;1;1;1;4;3;1;1;3;3;2;1;1
"4019";4019;"germany";2;26;3;8;4,58333333333333;4,91666666666667;4,5;2,75;4,75;8;4;5;3;2;1;5;6;5;5;5;2;10;4;5;3;1;1;3;3;1;3;1;2;2;3;4;1;2;4;2;3;2;4;4;3;1;1;2;1;1;1;2
"4020";4020;"france";1;24;2;3;2,25;4,25;3,75;3,83333333333333;4,41666666666667;6;2;1;1;4;4;4;5;5;5;6;4;7;4;5;2;2;1;1;2;2;1;1;2;1;1;1;2;1;2;2;2;1;2;3;2;3;2;3;2;1;3;1
"4021";4021;"belgium";1;23;2;2;2,5;3,91666666666667;4,16666666666667;3,08333333333333;3,5;5;5;2;1;1;2;4;5;6;2;6;4;9;2;3;1;2;2;1;1;1;2;1;2;1;1;3;1;1;3;1;1;2;1;4;1;3;1;2;2;1;1;1
"4022";4022;"georgia";1;28;4;7;3,75;3,25;2,75;2,41666666666667;3,75;9;4;5;1;5;5;5;6;6;6;6;4;3;4;4;3;2;1;1;3;1;4;1;4;2;1;3;1;3;3;1;1;1;3;4;3;3;2;4;2;1;4;1
"4023";4023;"georgia";1;22;5;7;4,58333333333333;4,66666666666667;4,58333333333333;1,91666666666667;4,16666666666667;10;6;2;1;1;1;4;5;1;4;6;1;1;4;5;3;4;1;1;1;2;3;1;4;4;1;3;1;3;1;2;1;1;3;4;4;2;3;4;4;1;2;1
"4024";4024;"georgia";1;18;5;7;4;3,75;3,16666666666667;2,66666666666667;4,66666666666667;5;6;3;3;5;6;6;6;6;5;6;3;5;6;5;3;3;2;3;3;2;4;1;4;3;1;4;1;3;3;3;1;1;2;1;2;3;3;3;4;2;2;1
